AreaName,PostalStreetName,Location,UnitNumber,ComponentDescription,ColumnName,Network,Northing,Easting
TALLAGHT-KILNAMANAGH,Birchview Drive,Opposite,6,55W SOXE,Tubular Steel,UnderGround,228935.208,309656.5
TALLAGHT-KILNAMANAGH,Birchview Close,T-Junction,1,55W SOX,Octagonal,UnderGround,228787.48,309607.68
TALLAGHT-KILNAMANAGH,Birchview Close,Front,2,55W SOX,Octagonal,UnderGround,228749.25,309693.27
TALLAGHT-KILNAMANAGH,Birchview Close,Front,3,55W SOXE,Octagonal,UnderGround,228743.44,309735.69
TALLAGHT-KILNAMANAGH,Birchview Close,Front,4,250W SON,Octagonal,UnderGround,228746.7,309645.31
TALLAGHT-KILNAMANAGH,Birchview Close,Front,5,55W SOX,Tubular Steel,UnderGround,228755.87,309603.61
TALLAGHT-KILNAMANAGH,Birchview Avenue,Side,1,55W SOX,Tubular Steel,UnderGround,228892.603,309725.052
TALLAGHT-KILNAMANAGH,Birchview Avenue,Opposite,2,55W SOXE,Tubular Steel,UnderGround,228911.775,309745.822
TALLAGHT-KILNAMANAGH,Birchview Avenue,Side,3,55W SOX,Tubular Steel,UnderGround,228985.944,309770.509
TALLAGHT-KILNAMANAGH,Birchview Avenue,Opposite,4,55W SOX,Tubular Steel,UnderGround,229056.501,309764.817
TALLAGHT-KILNAMANAGH,Birchview Avenue,Front,5,55W SOX,Octagonal,UnderGround,229070.543,309741.351
TALLAGHT-KILNAMANAGH,Birchview Avenue,Front,6,55W SOXE,Octagonal,UnderGround,229103.807,309803.609
TALLAGHT-KILNAMANAGH,Birchview Avenue,T-Junction,7,55W SOXE,Octagonal,UnderGround,229071.233,309795.419
TALLAGHT-KILNAMANAGH,Birchview Avenue,T-Junction,8,55W SOX,Octagonal,UnderGround,229042.26,309789.158
TALLAGHT-KILNAMANAGH,Birchview Avenue,Opposite,9,55W SOX,Octagonal,UnderGround,229012.617,309783.78
TALLAGHT-KILNAMANAGH,Birchview Avenue,T-Junction,10,55W SOXE,Octagonal,UnderGround,228949.709,309773.75
TALLAGHT-KILNAMANAGH,Birchview Rise,Front,1,55W SOX,Octagonal,UnderGround,228886.58,309676.37
TALLAGHT-KILNAMANAGH,Birchview Rise,Front,2,55W SOX,Octagonal,UnderGround,228819.04,309639.37
TALLAGHT-KILNAMANAGH,Birchview Rise,Front,3,55W SOX,Octagonal,UnderGround,228855.44,309644.27
TALLAGHT-KILNAMANAGH,Birchview Lawn,Front,1,55W SOXE,Octagonal,UnderGround,228950.22,309756.602
TALLAGHT-KILNAMANAGH,Birchview Lawn,Front,2,55W SOX,Tubular Steel,UnderGround,228996.155,309701.916
TALLAGHT-KILNAMANAGH,Birchview Lawn,Front,3,55W SOX,Tubular Steel,UnderGround,229033.469,309673.846
TALLAGHT-KILNAMANAGH,Birchview Lawn,Front,4,55W SOX,Tubular Steel,UnderGround,228975.882,309735.198
TALLAGHT-OLDBAWN,Dun An Oir,Front,1,55W SOXE,Octagonal,UnderGround,226956.965,308789.046
TALLAGHT-OLDBAWN,Dun An Oir,Front,2,55W SOXE,Octagonal,UnderGround,226887.767,308795.9
TALLAGHT-OLDBAWN,Dun An Oir,Pathway,3,55W SOXE,Raising/Lowering,UnderGround,226828.771,308825.198
TALLAGHT-OLDBAWN,Dun An Oir,Front,4,55W SOX,Tubular Steel,UnderGround,226820.31,308790.968
TALLAGHT-OLDBAWN,Dun An Oir,Front,5,55W SOX HF,Tubular Steel,UnderGround,226807.158,308741.519
TALLAGHT-OLDBAWN,Dun An Oir,Front,6,55W SOX,Tubular Steel,UnderGround,226819.14,308754.502
TALLAGHT-OLDBAWN,Dun An Oir,Opposite,7,55W SOX,Tubular Steel,UnderGround,226840.552,308790.11
TALLAGHT-OLDBAWN,Dun An Oir,Front,8,55W SOXE,Octagonal,UnderGround,226920.601,308785.351
TALLAGHT-OLDBAWN,Dun An Oir,T-Junction,9,55W SOXE,Raising/Lowering,UnderGround,226977.817,308766.363
TALLAGHT-OLDBAWN,Dun An Oir,Side,10,55W SOXE,Raising/Lowering,UnderGround,226984.118,308788.831
TALLAGHT-OLDBAWN,Dun An Oir,Corner,11,55W SOXE,Raising/Lowering,UnderGround,226991.129,308817.56
TALLAGHT-OLDBAWN,Dun An Oir,R/About,12,90W SOX,Octagonal,UnderGround,227022.302,308812.513
TALLAGHT-OLDBAWN,Dun An Oir,R/About,13,90W SOX,Octagonal,UnderGround,227036.454,308793.5
TALLAGHT-OLDBAWN,Dun An Oir,School,14,90W SOX,Octagonal,UnderGround,227064.447,308776.921
TALLAGHT-OLDBAWN,Dun An Oir,R/About,15,90W SOX,Octagonal,UnderGround,227060.617,308798.96
TALLAGHT-OLDBAWN,Dun An Oir,R/About,16,90W SOX,Octagonal,UnderGround,227046.355,308818.229
TALLAGHT-OLDBAWN,Dun An Oir,T-Junction,17,90W SOX,Octagonal,UnderGround,226992.099,308835.88
TALLAGHT-OLDBAWN,Dun An Oir,X-Roads,18,90W SOX,Octagonal,UnderGround,226775.415,308858.58
TALLAGHT-OLDBAWN,Dun An Oir,G/Area,19,55W SOX,Octagonal,UnderGround,226810.169,308854.579
TALLAGHT-OLDBAWN,Dun An Oir,G/Area,20,55W SOXE,Octagonal,UnderGround,226843.612,308850.95
TALLAGHT-OLDBAWN,Dun An Oir,G/Area,21,55W SOXE,Octagonal,UnderGround,226883.247,308846.652
TALLAGHT-OLDBAWN,Dun An Oir,G/Area,22,55W SOXE,Octagonal,UnderGround,226920.011,308842.396
TALLAGHT-OLDBAWN,Dun An Oir,G/Area,23,55W SOX,Octagonal,UnderGround,226955.735,308837.522
TALLAGHT-OLDBAWN,Gleann Na Smol,Front,1,55W SOX,Tubular Steel,UnderGround,226513.215,308762.107
TALLAGHT-OLDBAWN,Gleann Na Smol,Front,2,55W SOX,Tubular Steel,UnderGround,226548.979,308759.467
TALLAGHT-OLDBAWN,Gleann Na Smol,Front,3,55W SOXE,Octagonal,UnderGround,226587.403,308755.327
TALLAGHT-OLDBAWN,Gleann Na Smol,Front,4,55W SOXE,Octagonal,UnderGround,226697.686,308735.069
TALLAGHT-OLDBAWN,Gleann Na Smol,Pathway,5,55W SOXE,Raising/Lowering,UnderGround,226736.46,308730.928
TALLAGHT-OLDBAWN,Gleann Na Smol,Pathway,6,250W SON,Raising/Lowering,UnderGround,226740.951,308755.417
TALLAGHT-OLDBAWN,Gleann Na Smol,Front,7,55W SOXE,Octagonal,UnderGround,226671.533,308749.173
TALLAGHT-OLDBAWN,Gleann Na Smol,Front,8,55W SOXE,Octagonal,UnderGround,226634.789,308756.3
TALLAGHT-OLDBAWN,Cul Na Greine,Front,1,55W SOXE,Octagonal,UnderGround,226735.21,308811.679
TALLAGHT-OLDBAWN,Cul Na Greine,Front,2,55W SOXE,Octagonal,UnderGround,226660.792,308828.052
TALLAGHT-OLDBAWN,Cul Na Greine,Front,3,55W SOXE,Octagonal,UnderGround,226624.548,308827.343
TALLAGHT-OLDBAWN,Cul Na Greine,Front,4,55W SOXE,Octagonal,UnderGround,226698.496,308811.333
TALLAGHT-OLDBAWN,Cul Na Greine,Opposite,5,55W SOXE,Octagonal,UnderGround,226745.641,308778.051
TALLAGHT-OLDBAWN,Cul Na Greine,Front,6,55W SOXE,Octagonal,UnderGround,226759.343,308800.057
TALLAGHT-OLDBAWN,Cul Na Greine,Side,7,55W SOXE,Raising/Lowering,UnderGround,226767.904,308834.255
LUCAN-ESKER,Earlsfort Road,Front,11,55W SOXE,Octagonal,UnderGround,234075.817,305676.465
LUCAN-ESKER,Earlsfort Road,Front,12,55W SOXE,Octagonal,UnderGround,234042.723,305676.787
LUCAN-ESKER,Earlsfort Road,Front,13,55W SOXE,Octagonal,UnderGround,234016.16,305678.585
LUCAN-ESKER,Earlsfort Road,Front,14,55W SOXE,Octagonal,UnderGround,233991.217,305674.015
LUCAN-ESKER,Earlsfort Road,Front,15,55W SOXE,Octagonal,UnderGround,233962.534,305653.807
LUCAN-ESKER,Earlsfort Road,Front,16,55W SOXE,Octagonal,UnderGround,233955.633,305633.326
LUCAN-ESKER,Earlsfort Road,Front,17,55W SOXE,Octagonal,UnderGround,233936.221,305606.668
LUCAN-ESKER,Earlsfort Road,Front,18,55W SOXE,Octagonal,UnderGround,233925.13,305592.959
LUCAN-ESKER,Earlsfort Way,Front,1,55W SOXE,Octagonal,UnderGround,233719.787,305577.98
LUCAN-ESKER,Earlsfort Way,Front,2,55W SOXE,Octagonal,UnderGround,233711.666,305609.851
LUCAN-ESKER,Earlsfort Way,Front,3,55W SOXE,Octagonal,UnderGround,233704.945,305636.964
TALLAGHT-OLDBAWN,Old Bawn Avenue,Front,1,55W SOXE,Octagonal,UnderGround,226784.246,308913.621
TALLAGHT-OLDBAWN,Old Bawn Avenue,Front,2,55W SOXE,Octagonal,UnderGround,226800.067,308982.462
TALLAGHT-OLDBAWN,Old Bawn Avenue,Front,3,55W SOXE,Octagonal,UnderGround,226806.648,309017.072
TALLAGHT-OLDBAWN,Old Bawn Avenue,Front,4,55W SOXE,Tubular Steel,UnderGround,226828.881,309117.24
TALLAGHT-OLDBAWN,Old Bawn Avenue,Opposite,5,55W SOXE,Tubular Steel,UnderGround,226819.13,309124.011
TALLAGHT-OLDBAWN,Old Bawn Avenue,T-Junction,6,55W SOXE,Tubular Steel,UnderGround,226749.642,309137.943
TALLAGHT-OLDBAWN,Old Bawn Avenue,T-Junction,7,55W SOXE,Octagonal,UnderGround,226681.154,309151.66
TALLAGHT-OLDBAWN,Old Bawn Avenue,Front,8,55W SOXE,Octagonal,UnderGround,226604.685,309166.952
TALLAGHT-OLDBAWN,Old Bawn Avenue,School,9,55W SOXE,Octagonal,UnderGround,226501.924,309185.849
TALLAGHT-OLDBAWN,Old Bawn Avenue,Front,10,55W SOXE,Octagonal,UnderGround,226424.515,309179.622
TALLAGHT-OLDBAWN,Old Bawn Avenue,Front,11,55W SOXE,Octagonal,UnderGround,226459.159,309180.62
TALLAGHT-OLDBAWN,Old Bawn Avenue,Side,12,55W SOXE,Octagonal,UnderGround,226532.507,309170.466
TALLAGHT-OLDBAWN,Old Bawn Avenue,Front,13,55W SOXE,Tubular Steel,UnderGround,226568.991,309163.488
TALLAGHT-OLDBAWN,Old Bawn Avenue,T-Junction,14,55W SOXE,Tubular Steel,UnderGround,226646.12,309148.047
TALLAGHT-OLDBAWN,Old Bawn Avenue,T-Junction,15,55W SOXE,Tubular Steel,UnderGround,226713.018,309133.382
TALLAGHT-OLDBAWN,Old Bawn Avenue,G/area,16,55W SOXE,Tubular Steel,UnderGround,226783.116,309121.958
TALLAGHT-OLDBAWN,Old Bawn Avenue,Front,17,55W SOXE,Octagonal,UnderGround,226810.199,309079.71
TALLAGHT-OLDBAWN,Old Bawn Avenue,Front,18,55W SOXE,Octagonal,UnderGround,226803.938,309044.349
TALLAGHT-OLDBAWN,Old Bawn Avenue,Front,19,55W SOXE,Octagonal,UnderGround,226780.385,308939.669
TALLAGHT-OLDBAWN,Old Bawn Avenue,Front,20,55W SOXE,Tubular Steel,UnderGround,226768.944,308886.748
TALLAGHT-OLDBAWN,Lios Na Sidhe,Front,1,55W SOXE,Octagonal,UnderGround,226600.25,308835.84
TALLAGHT-OLDBAWN,Lios Na Sidhe,Front,2,55W SOXE,Octagonal,UnderGround,226593.21,308800.61
TALLAGHT-OLDBAWN,Lios Na Sidhe,Side,3,55W SOXE,Octagonal,UnderGround,226596.91,308772.42
TALLAGHT-OLDBAWN,Cill Cais,Front,1,,Tubular Steel,UnderGround,226466.05,308750.44
TALLAGHT-OLDBAWN,Cill Cais,Front,2,55W SOXE,Tubular Steel,UnderGround,226466.05,308714.25
TALLAGHT-OLDBAWN,Cill Cais,Front,3,55W SOXE,Octagonal,UnderGround,226465.61,308655.04
TALLAGHT-OLDBAWN,Cill Cais,Front,4,55W SOXE,Octagonal,UnderGround,226473.07,308678.4
TALLAGHT-OLDBAWN,Cill Cais,Opposite,5,55W SOXE,Octagonal,UnderGround,226486.44,308695.61
TALLAGHT-OLDBAWN,Cill Cais,Front,6,55W SOXE,Tubular Steel,UnderGround,226532.05,308671.82
TALLAGHT-OLDBAWN,Cill Cais,Front,7,55W SOXE,Octagonal,UnderGround,226531.72,308649.12
TALLAGHT-OLDBAWN,Cill Cais,Front,8,55W SOX,Tubular Steel,UnderGround,226607.59,308659.1
TALLAGHT-OLDBAWN,Cill Cais,Opposite,9,55W SOXE,Tubular Steel,UnderGround,226629.51,308679.06
TALLAGHT-OLDBAWN,Cill Cais,Front,11,55W SOXE,Octagonal,UnderGround,226703.41,308664.69
TALLAGHT-OLDBAWN,Cill Cais,Opposite,12,55W SOXE,Octagonal,UnderGround,226707.03,308703.07
TALLAGHT-OLDBAWN,Cill Cais,Front,13,55W SOXE,Octagonal,UnderGround,226597.06,308691.99
TALLAGHT-OLDBAWN,Cill Cais,Front,14,55W SOXE,Octagonal,UnderGround,226559.46,308696.05
TALLAGHT-OLDBAWN,Cill Cais,Front,15,55W SOX HF,Tubular Steel,UnderGround,226524.37,308699.78
TALLAGHT-OLDBAWN,Rosebank,Side,1,55W SOXE,Tubular Steel,UnderGround,226895.368,309206.33
TALLAGHT-OLDBAWN,Rosebank,Front,2,55W SOXE,Tubular Steel,UnderGround,226927.322,309191.59
TALLAGHT-OLDBAWN,Rosebank,Front,3,55W SOX,Tubular Steel,UnderGround,226994.309,309171.11
TALLAGHT-OLDBAWN,Rosebank,Front,4,55W SOXE,Tubular Steel,UnderGround,226962.146,309185.849
TALLAGHT-OLDBAWN,Ferndale,Front,1,70W SON,Tubular Steel,UnderGround,226933.54,309054.73
TALLAGHT-OLDBAWN,Ferndale,Front,2,55W SOXE,Octagonal,UnderGround,226946.14,309084.6
TALLAGHT-OLDBAWN,Ferndale,Front,3,55W SOXE,Octagonal,UnderGround,226949.23,309122.29
TALLAGHT-OLDBAWN,Ferndale,Front,4,55W SOXE,Octagonal,UnderGround,226960.92,309156.52
TALLAGHT-OLDBAWN,Cois Na hAbFhann,Front,1,55W SOXE,Octagonal,UnderGround,226836.03,308689.59
TALLAGHT-OLDBAWN,Cois Na hAbFhann,Front,2,55W SOXE,Octagonal,UnderGround,226796.58,308702.71
TALLAGHT-OLDBAWN,Cois Na hAbFhann,Front,3,55W SOXE,Octagonal,UnderGround,226781.4,308686.23
TALLAGHT-OLDBAWN,Cois Na hAbFhann,Front,4,55W SOXE,Octagonal,UnderGround,226773.25,308641.52
TALLAGHT-OLDBAWN,Cois Na hAbFhann,Opposite,5,55W SOXE,Raising/Lowering,UnderGround,226867.21,308680.48
TALLAGHT-OLDBAWN,Cois Na hAbFhann,Opposite,6,55W SOXE,Raising/Lowering,UnderGround,226900.98,308687.04
TALLAGHT-OLDBAWN,Cois Na hAbFhann,Opposite,7,55W SOXE,Raising/Lowering,UnderGround,226926.14,308701.68
TALLAGHT-OLDBAWN,Cois Na hAbFhann,Opposite,8,55W SOXE,Raising/Lowering,UnderGround,226958.27,308734.04
TALLAGHT-OLDBAWN,Sean Walsh Park,Pathway,1,55W SOX HF,Raising/Lowering,UnderGround,227062.956,308827.369
TALLAGHT-OLDBAWN,Sean Walsh Park,Pathway,2,55W SOX,Raising/Lowering,UnderGround,227093.564,308811.76
TALLAGHT-OLDBAWN,Sean Walsh Park,Pathway,3,55W SOXE,Raising/Lowering,UnderGround,227125.996,308801.625
TALLAGHT-OLDBAWN,Sean Walsh Park,Pathway,4,55W SOX,Raising/Lowering,UnderGround,227154.628,308791.693
TALLAGHT-OLDBAWN,Sean Walsh Park,Pathway,5,55W SOX,Raising/Lowering,UnderGround,227181.967,308779.845
TALLAGHT-OLDBAWN,Sean Walsh Park,Pathway,6,55W SOX,Raising/Lowering,UnderGround,227205.52,308763.936
TALLAGHT-OLDBAWN,Cill Cais,Front,10,55W SOXE,Octagonal,UnderGround,226662.96,308673.14
TALLAGHT-OLDBAWN,Tymon Grove,Front,1,70W SON,Tubular Steel,UnderGround,226739.47,309111.62
TALLAGHT-OLDBAWN,Tymon Grove,Front,2,55W SOXE,Tubular Steel,UnderGround,226725.19,309042.49
TALLAGHT-OLDBAWN,Tymon Grove,Front,3,70W SON,Tubular Steel,UnderGround,226723.87,309014.16
TALLAGHT-OLDBAWN,Tymon Grove,Front,4,70W SON,Tubular Steel,UnderGround,226739.43,309075.99
TALLAGHT-OLDBAWN,Tymon Lawn,Front,1,55W SOXE,Tubular Steel,UnderGround,226671.31,309125.12
TALLAGHT-OLDBAWN,Tymon Lawn,Front,2,55W SOXE,Tubular Steel,UnderGround,226657.04,309055.99
TALLAGHT-OLDBAWN,Tymon Lawn,Pathway,3,55W SOXE,Raising/Lowering,UnderGround,226622.51,309031.29
TALLAGHT-OLDBAWN,Tymon Lawn,Front,4,55W SOXE,Raising/Lowering,UnderGround,226654.72,309027.68
TALLAGHT-OLDBAWN,Tymon Lawn,Front,5,55W SOXE,Tubular Steel,UnderGround,226672.14,309088.74
TALLAGHT-OLDBAWN,Tymon Close,Front,1,55W SOXE,Tubular Steel,UnderGround,226606.8,309137.81
TALLAGHT-OLDBAWN,Tymon Close,Front,2,55W SOXE,Tubular Steel,UnderGround,226592.39,309067.54
TALLAGHT-OLDBAWN,Tymon Close,Pathway,3,55W SOXE,Raising/Lowering,UnderGround,226559.29,309046.15
TALLAGHT-OLDBAWN,Tymon Close,Front,4,55W SOXE,Raising/Lowering,UnderGround,226590.874,309040.357
TALLAGHT-OLDBAWN,Tymon Close,Front,5,55W SOXE,Tubular Steel,UnderGround,226608.11,309102.35
TALLAGHT-OLDBAWN,Tymon Crescent,Front,1,55W SOXE,Tubular Steel,UnderGround,226767.804,308968.39
TALLAGHT-OLDBAWN,Tymon Crescent,Front,2,55W SOXE,Octagonal,UnderGround,226732.89,308975.12
TALLAGHT-OLDBAWN,Tymon Crescent,Front,3,55W SOXE,Octagonal,UnderGround,226698.756,308982.231
TALLAGHT-OLDBAWN,Tymon Crescent,Front,4,55W SOXE,Octagonal,UnderGround,226654.661,308982.297
TALLAGHT-OLDBAWN,Tymon Crescent,Front,5,55W SOXE,Tubular Steel,UnderGround,226637.289,308942.605
TALLAGHT-OLDBAWN,Tymon Crescent,Front,6,55W SOXE,Tubular Steel,UnderGround,226585.553,308962.938
TALLAGHT-OLDBAWN,Tymon Crescent,Front,7,55W SOXE,Octagonal,UnderGround,226537.698,309071.189
TALLAGHT-OLDBAWN,Tymon Crescent,Front,8,55W SOXE,Octagonal,UnderGround,226508.225,309130.932
TALLAGHT-OLDBAWN,Tymon Crescent,Opposite,9,55W SOXE,Octagonal,UnderGround,226494.153,309157.731
TALLAGHT-OLDBAWN,Tymon Crescent,Front,10,55W SOXE,Octagonal,UnderGround,226483.572,309123.352
TALLAGHT-OLDBAWN,Tymon Crescent,Inside,11,55W SOX HF,Tubular Steel,UnderGround,226425.385,309101.262
TALLAGHT-OLDBAWN,Tymon Crescent,Front,12,55W SOXE,Octagonal,UnderGround,226451.108,309106.014
TALLAGHT-OLDBAWN,Tymon Crescent,Opposite,13,55W SOXE,Octagonal,UnderGround,226513.875,309095.629
TALLAGHT-OLDBAWN,Tymon Crescent,Front,14,55W SOXE,Octagonal,UnderGround,226519.306,309065.151
TALLAGHT-OLDBAWN,Tymon Crescent,Front,15,55W SOXE,Octagonal,UnderGround,226492.283,309051.492
TALLAGHT-OLDBAWN,Tymon Crescent,Opposite,16,55W SOXE,Octagonal,UnderGround,226474.941,309033.329
TALLAGHT-OLDBAWN,Tymon Crescent,Front,17,55W SOXE,Octagonal,UnderGround,226500.874,309023.332
TALLAGHT-OLDBAWN,Tymon Crescent,Front,18,55W SOXE,Octagonal,UnderGround,226520.826,309000.179
TALLAGHT-OLDBAWN,Tymon Crescent,Front,19,55W SOXE,Octagonal,UnderGround,226540.758,308981.183
TALLAGHT-OLDBAWN,Tymon Crescent,Front,20,55W SOXE,Octagonal,UnderGround,226607.816,308943.95
TALLAGHT-OLDBAWN,Tymon Crescent,Opposite,21,55W SOXE,Octagonal,UnderGround,226643.42,308926.183
TALLAGHT-OLDBAWN,Tymon Crescent,Front,23,55W SOXE,Octagonal,UnderGround,226659.172,308964.464
TALLAGHT-OLDBAWN,Tymon Crescent,Front,24,55W SOXE,Octagonal,UnderGround,226716.648,308966.221
TALLAGHT-OLDBAWN,Tymon Crescent,Front,25,55W SOXE,Octagonal,UnderGround,226709.097,308898.93
TALLAGHT-OLDBAWN,Tymon Crescent,Front,26,55W SOXE,Octagonal,UnderGround,226720.168,308935.05
TALLAGHT-MILLBROOK,Mountain Park,Front,1,55W SOXE,Octagonal,UnderGround,227255.209,309697.123
TALLAGHT-MILLBROOK,Mountain Park,Front,2,55W SOXE,Octagonal,UnderGround,227256.009,309664.006
TALLAGHT-MILLBROOK,Mountain Park,Front,3,55W SOXE,Octagonal,UnderGround,227246.948,309633.133
TALLAGHT-MILLBROOK,Mountain Park,Front,4,55W SOXE,Octagonal,UnderGround,227226.425,309602.44
TALLAGHT-MILLBROOK,Mountain Park,Front,5,55W SOXE,Octagonal,UnderGround,227214.664,309574.701
TALLAGHT-MILLBROOK,Mountain Park,Front,6,55W SOXE,Octagonal,UnderGround,227201.203,309541.238
TALLAGHT-MILLBROOK,Mountain Park,Front,7,55W SOXE,Octagonal,UnderGround,227211.404,309515.519
TALLAGHT-MILLBROOK,Mountain Park,Front,8,55W SOXE,Octagonal,UnderGround,227232.756,309509.902
TALLAGHT-MILLBROOK,Mountain Park,Side,9,55W SOXE,Octagonal,UnderGround,227257.729,309492.309
TALLAGHT-MILLBROOK,Mountain Park,School,10,55W SOXE,Octagonal,UnderGround,227255.799,309442.183
TALLAGHT-MILLBROOK,Mountain Park,T-Junction,11,55W SOXE,Octagonal,UnderGround,227272.111,309477.899
TALLAGHT-MILLBROOK,Mountain Park,Opposite,12,55W SOXE,Octagonal,UnderGround,227286.052,309508.269
TALLAGHT-MILLBROOK,Mountain Park,Front,13,55W SOXE,Octagonal,UnderGround,227290.573,309540.256
TALLAGHT-MILLBROOK,Mountain Park,Front,14,55W SOXE,Octagonal,UnderGround,227300.874,309566.907
TALLAGHT-MILLBROOK,Mountain Park,Front,15,,Octagonal,UnderGround,227311.075,309594.563
TALLAGHT-MILLBROOK,Mountain Park,Front,16,55W SOXE,Octagonal,UnderGround,227320.736,309622.632
TALLAGHT-MILLBROOK,Mountain Park,Front,17,55W SOXE,Octagonal,UnderGround,227328.817,309649.786
TALLAGHT-MILLBROOK,Mountain Park,Front,18,55W SOXE,Octagonal,UnderGround,227336.598,309678.226
PALMERSTON VILLAGE,Glenaulin Green,Side,17,55W SOXE,Tubular Steel,UnderGround,234213.512,308900.382
PALMERSTON VILLAGE,Glenaulin Green,Front,18,55W SOXE,Tubular Steel,UnderGround,234208.422,308927.066
PALMERSTON VILLAGE,Glenaulin Green,Front,19,55W SOXE,Tubular Steel,UnderGround,234232.374,308934.753
PALMERSTON VILLAGE,Glenaulin Green,Front,20,55W SOXE,Tubular Steel,UnderGround,234253.467,308938.11
PALMERSTON VILLAGE,Glenaulin Green,Front,21,55W SOXE,Tubular Steel,UnderGround,234276.179,308942.078
PALMERSTON VILLAGE,Glenaulin Green,Front,22,55W SOXE,Tubular Steel,UnderGround,234296.531,308949.65
EDMONDSTOWN,Prospect Meadows,Gable,7,55W SOX,Octagonal,UnderGround,226266.177,313448.432
EDMONDSTOWN,Prospect Meadows,Gable,8,55W SOXE,Octagonal,UnderGround,226259.957,313425.988
EDMONDSTOWN,Prospect View,Front,15,55W SOX,Octagonal,UnderGround,226192.079,313280.569
EDMONDSTOWN,Prospect View,Side,16,55W SOX,Octagonal,UnderGround,226202.02,313293.049
CLONDALKIN VILLAGE,Bushfield Green,Front,2,55W SOXE,Octagonal,UnderGround,230140.053,306223.52
CLONDALKIN VILLAGE,Bushfield Green,Front,3,55W SOX,Octagonal,UnderGround,230117.331,306244.587
CLONDALKIN-DUNAWLEY,Ashwood Way,Side,1,MBFU,Octagonal,UnderGround,231896.831,306070.06
CLONDALKIN-DUNAWLEY,Ashwood Way,Front,2,55W SOXE,Octagonal,UnderGround,231899.87,306110.84
CLONDALKIN-DUNAWLEY,Ashwood Way,Laneway,3,MBFU,Octagonal,UnderGround,231933.26,306140.41
CLONDALKIN-DUNAWLEY,Ashwood Way,Front,4,55W SOXE,Octagonal,UnderGround,231907.15,306162.59
CLONDALKIN-DUNAWLEY,Ashwood Way,Front,5,55W SOXE,Octagonal,UnderGround,231901.03,306217.59
CLONDALKIN-DUNAWLEY,Ashwood Way,Opposite,6,55W SOXE,Octagonal,UnderGround,231894.45,306192.34
CLONDALKIN-DUNAWLEY,Ashwood Way,Opposite,7,55W SOXE,Octagonal,UnderGround,231891.63,306140.81
CLONDALKIN-DUNAWLEY,Ashwood Lawns,Front,1,55W SOXE,Octagonal,UnderGround,231878.22,306183.64
CLONDALKIN-DUNAWLEY,Ashwood Lawns,Front,2,55W SOXE,Octagonal,UnderGround,231854.08,306184.51
CLONDALKIN-DUNAWLEY,Ashwood Lawns,Front,3,55W SOX,Octagonal,UnderGround,231828.63,306186.08
CLONDALKIN-DUNAWLEY,Ashwood Close,Side,1,55W SOXE,Octagonal,UnderGround,231923.51,306042.6
CLONDALKIN-DUNAWLEY,Ashwood Close,Opposite,2,55W SOXE,Octagonal,UnderGround,231922.32,306009.23
CLONDALKIN-DUNAWLEY,Ashwood Close,Front,3,55W SOXE,Octagonal,UnderGround,231919.67,305985.49
CLONDALKIN-DUNAWLEY,Ashwood Close,Opposite,4,55W SOXE,Octagonal,UnderGround,231920.08,305933.57
CLONDALKIN-DUNAWLEY,Ashwood Close,Front,5,55W SOXE,Octagonal,UnderGround,231884.91,305888.9
CLONDALKIN-DUNAWLEY,Ashwood Close,Front,6,55W SOX,Octagonal,UnderGround,231851.98,305875.1
CLONDALKIN-DUNAWLEY,Ashwood Close,Front,7,55W SOXE,Octagonal,UnderGround,231828.93,305859.76
CLONDALKIN-DUNAWLEY,Ashwood Close,Corner,8,55W SOX,Octagonal,UnderGround,231924.77,305899.47
CLONDALKIN-DUNAWLEY,Ashwood Close,Front,9,55W SOXE,Octagonal,UnderGround,231930.42,305978.39
CLONDALKIN-DUNAWLEY,Ashwood Park,Front,1,MBFU,Octagonal,UnderGround,231875.69,306115.17
CLONDALKIN-DUNAWLEY,Ashwood Park,Front,2,55W SOXE,Octagonal,UnderGround,231849.11,306116.17
CLONDALKIN-DUNAWLEY,Ashwood Park,Front,3,55W SOX,Octagonal,UnderGround,231804.63,306118.42
CLONDALKIN-DUNAWLEY,Ashwood Park,Pathway,4,55W SOX HF,Raising/Lowering,UnderGround,231810.29,306147.62
CLONDALKIN-DUNAWLEY,Ashwood Park,Pathway,5,55W SOXE,Raising/Lowering,UnderGround,231787.17,306064.43
CLONDALKIN-DUNAWLEY,Ashwood Avenue,Side,1,55W SOX,Octagonal,UnderGround,231829.074,305951.333
CLONDALKIN-DUNAWLEY,Ashwood Avenue,Pathway,2,55W SOX,Octagonal,UnderGround,231819.723,305976.119
CLONDALKIN-DUNAWLEY,Ashwood Avenue,Front,3,55W SOXE,Octagonal,UnderGround,231855.257,305947.407
CLONDALKIN-DUNAWLEY,Ashwood Avenue,Front,4,55W SOX,Octagonal,UnderGround,231887.3,305961.231
CLONDALKIN-DUNAWLEY,Ashwood Drive,Front,1,55W SOXE,Octagonal,UnderGround,231974.22,306100.05
CLONDALKIN-DUNAWLEY,Ashwood Drive,Front,2,55W SOXE,Octagonal,UnderGround,231978.13,306170.68
CLONDALKIN-DUNAWLEY,Ashwood Drive,Front,3,55W SOX HF,Octagonal,UnderGround,231976.42,306203.77
CLONDALKIN-DUNAWLEY,Ashwood Drive,Front,5,MBFU,Octagonal,UnderGround,231964.25,306167.58
